ID_SOLICITANTE,ID_EMPRESTIMO,ID_HISTORICO,ID_SOLICITANTE,IDADE_SOLICITANTE,SALARIO_ANUAL,SITUACAO_PROPRIEDADE,ANOS_TRABALHADOS,ID_EMPRESTIMO,MOTIVO,PONTUACAO,VALOR_TOTAL_EMPRESTIMO,TAXA_JUROS,POSSIBILIDADE_INADIMPLENCIA,RENDA_PERCENTUAL,ID_HISTORICO,HISTORICO_INADIMPLENTE,ANOS_CARTAO_CREDITO
skwqOJAg-OiIN,QntQNxAT-6YdA,REJWQdZS-nXp5,skwqOJAg-OiIN,28,65000,Hipotecada,4,QntQNxAT-6YdA,"Melhora do lar",A,2000,7.49,0,0.03,REJWQdZS-nXp5,0,6
7OuvkCbG-l3MX,Z0xd6wbt-lPgw,3KU8BLq9-gvND,7OuvkCbG-l3MX,25,71000,Hipotecada,9,Z0xd6wbt-lPgw,"Pagamento de débitos",A,7200,6.62,0,0.1,3KU8BLq9-gvND,0,4
wwLKi4Ro-GUJg,kwy8l6Nb-49JU,mLmhEHhI-hOuM,wwLKi4Ro-GUJg,32,68000,Hipotecada,6,kwy8l6Nb-49JU,Educativo,C,1000,14.72,1,0.01,mLmhEHhI-hOuM,1,9
Ge475RBL-tUyC,6k0HldTC-bxpW,wuInKR7Q-uoLP,Ge475RBL-tUyC,38,34800,Hipotecada,2,6k0HldTC-bxpW,Pessoal,A,6250,7.49,0,0.18,wuInKR7Q-uoLP,0,16
OZMaaInk-FuDA,gh18MHNq-FP1E,FQZTHhiN-Gw1X,OZMaaInk-FuDA,23,52000,Alugada,0,gh18MHNq-FP1E,Empreendimento,B,4750,NULL,0,0.18,FQZTHhiN-Gw1X,0,3
7zOhBYON-HYEg,4DZnA4nW-ETEt,KvlSY35h-RoLF,7zOhBYON-HYEg,27,63844,Hipotecada,11,4DZnA4nW-ETEt,"Pagamento de débitos",A,20000,6.54,0,0.31,KvlSY35h-RoLF,0,5
wSxgZHym-YzmQ,ZQX6nGZB-Aplc,IQz7Qozp-nEMW,wSxgZHym-YzmQ,25,55344,Alugada,2,ZQX6nGZB-Aplc,"Melhora do lar",B,18000,10.99,1,0.33,IQz7Qozp-nEMW,0,4
0w6bch0B-DLBW,tWid1ZRk-iUPi,i7sGpCUA-Rhrn,0w6bch0B-DLBW,28,32468,Hipotecada,12,tWid1ZRk-iUPi,Empreendimento,A,6000,7.51,0,0.18,i7sGpCUA-Rhrn,0,5
WXpGxcsQ-4RjG,HCOnqAfG-PWft,F6aAMaIq-i2P9,WXpGxcsQ-4RjG,24,100000,Hipotecada,8,HCOnqAfG-PWft,Médico,A,5625,6.99,0,0.06,F6aAMaIq-i2P9,0,4
WeXuHF5A-auMb,RdrpOPpz-l7Dt,bUuT1cWo-6RJK,WeXuHF5A-auMb,33,84996,Alugada,17,RdrpOPpz-l7Dt,Educativo,A,10000,8,0,0.12,bUuT1cWo-6RJK,0,10
CsnCPpEK-6ZnS,lc7cqf5S-rxBn,AszvwvyJ-qRQ0,CsnCPpEK-6ZnS,28,38000,Hipotecada,5,lc7cqf5S-rxBn,Empreendimento,A,8400,7.51,0,0.22,AszvwvyJ-qRQ0,0,7
MejFxuOQ-Lc9n,GYHGTqbc-SZ7d,mQ7RfZbf-wbzH,MejFxuOQ-Lc9n,28,60000,Própria,12,GYHGTqbc-SZ7d,Educativo,D,7000,15.99,0,0.12,mQ7RfZbf-wbzH,0,7
6uQopa1f-E6PS,Si8a88B6-cDyN,LiJyCmWE-pfm4,6uQopa1f-E6PS,26,50000,Própria,8,Si8a88B6-cDyN,Pessoal,C,4200,12.99,0,0.08,LiJyCmWE-pfm4,1,4
cvoQIcC3-0LNp,mBxzKcrs-AX5m,9M0WF5Kr-YYQI,cvoQIcC3-0LNp,21,40000,Hipotecada,5,mBxzKcrs-AX5m,Pessoal,A,5000,6.62,0,0.13,9M0WF5Kr-YYQI,0,2
iRzGBHHY-CjFh,CIgB4X2Z-mLkT,hibEnp8O-A0Mv,iRzGBHHY-CjFh,22,59000,Hipotecada,3,CIgB4X2Z-mLkT,"Pagamento de débitos",D,19750,14.11,1,0.33,hibEnp8O-A0Mv,1,3
ZC2QYTon-Pkb4,iOphCC89-hROo,GBEmprCO-hEFW,ZC2QYTon-Pkb4,23,29004,Própria,1,iOphCC89-hROo,Empreendimento,C,2000,13.16,0,0.07,GBEmprCO-hEFW,0,3
Q5dqB97I-TEjJ,UjQWv0nx-pw3f,1G4XQSD0-EUYu,Q5dqB97I-TEjJ,24,85000,Hipotecada,8,UjQWv0nx-pw3f,Educativo,B,20000,11.11,0,0.24,1G4XQSD0-EUYu,0,4
3JSSSnj3-B0I3,zMZ81hhC-02CM,gdfsMwiK-gecB,3JSSSnj3-B0I3,25,21000,Alugada,0,zMZ81hhC-02CM,Empreendimento,B,5175,12.53,0,0.25,gdfsMwiK-gecB,0,4
0bBF4FGf-Gvi6,gtIKUugt-sT3w,tM7iboHB-izBW,0bBF4FGf-Gvi6,22,25000,Alugada,3,gtIKUugt-sT3w,"Pagamento de débitos",D,1000,15.95,1,0.04,tM7iboHB-izBW,0,2
UBLAW6nR-R6TT,lhbozvlt-X8f2,K1ImOsPt-7C85,UBLAW6nR-R6TT,22,120456,Hipotecada,6,lhbozvlt-X8f2,Educativo,D,20000,14.96,0,0.17,K1ImOsPt-7C85,1,2
WocJQnAo-4E8L,1gkfkwqU-XxP9,aG6Eu9fl-gAQv,WocJQnAo-4E8L,25,80000,Alugada,5,1gkfkwqU-XxP9,Empreendimento,A,6000,8,0,0.07,aG6Eu9fl-gAQv,0,4
jJcKdDDJ-pm13,ZWY7Km0d-sbP0,eUYCPyZZ-reJm,jJcKdDDJ-pm13,24,60000,Própria,4,ZWY7Km0d-sbP0,Educativo,A,5000,5.79,0,0.08,eUYCPyZZ-reJm,0,3
YFJroz6c-RgQW,Mu5CUBv3-gcxr,YlF0MpRZ-Ox39,YFJroz6c-RgQW,23,76000,Hipotecada,7,Mu5CUBv3-gcxr,"Pagamento de débitos",D,9000,NULL,1,0.12,YlF0MpRZ-Ox39,1,3
RxHijINj-GCD8,bwIJzjo9-f3ay,B8UnwB0G-dpv8,RxHijINj-GCD8,22,54000,Própria,2,bwIJzjo9-f3ay,Empreendimento,B,2000,10.99,0,0.04,B8UnwB0G-dpv8,0,3
OjfRK3jF-tH3t,iJ4M7Cgx-mjGI,6h0LENQb-pH1X,OjfRK3jF-tH3t,29,33996,Outros,0,iJ4M7Cgx-mjGI,"Pagamento de débitos",E,9000,NULL,1,0.26,6h0LENQb-pH1X,1,9
kKEPzGos-2UjT,uLTpuUG7-p8kF,D4GOv834-xCpj,kKEPzGos-2UjT,23,90000,Hipotecada,7,uLTpuUG7-p8kF,Empreendimento,A,4900,6.99,0,0.05,D4GOv834-xCpj,0,2
uGP7Rcny-48HQ,QzJPcDbj-BQvl,iP2yv6WO-gsZr,uGP7Rcny-48HQ,24,44000,Hipotecada,8,QzJPcDbj-BQvl,"Pagamento de débitos",A,10750,6.17,0,0.24,iP2yv6WO-gsZr,0,3
f9YUNrhg-qhD6,RhlnGjiq-1ZBm,O6p4b1Df-pbrM,f9YUNrhg-qhD6,31,65000,Hipotecada,6,RhlnGjiq-1ZBm,Empreendimento,A,12000,7.49,0,0.18,O6p4b1Df-pbrM,0,6
XaEFwP23-QvAS,HFvQQ4tA-oS1y,FnXEGwK2-A5Uy,XaEFwP23-QvAS,43,50000,Alugada,6,HFvQQ4tA-oS1y,Pessoal,C,18000,14.35,1,0.36,FnXEGwK2-A5Uy,0,16
WCvFEpZz-0D8w,ytXeigPu-kmk9,zHBTpXO3-Wcxr,WCvFEpZz-0D8w,29,76200,Hipotecada,13,ytXeigPu-kmk9,Educativo,A,20000,6.91,0,0.26,zHBTpXO3-Wcxr,0,7
ZGcBaFG5-S2yb,uy04Uz2N-XkHv,7hgM5Fht-0Uct,ZGcBaFG5-S2yb,NULL,105000,Hipotecada,9,uy04Uz2N-XkHv,Pessoal,A,24000,NULL,0,0.24,7hgM5Fht-0Uct,0,4
Cbr8AoUa-Aw9U,rYhbYmG8-5QTZ,jGX2j0MK-TUqF,Cbr8AoUa-Aw9U,35,26000,Própria,1,rYhbYmG8-5QTZ,Pessoal,A,6000,9.63,0,0.23,jGX2j0MK-TUqF,0,6
Tidg1JBN-Czwg,zujoub0P-E9iU,O62eEJff-IiCr,Tidg1JBN-Czwg,30,38400,Alugada,6,zujoub0P-E9iU,"Pagamento de débitos",C,1600,13.49,0,0.04,O62eEJff-IiCr,0,10
88s3nc7r-pRaq,CD27ZAsK-DB4A,T5Pdc9mu-UmMA,88s3nc7r-pRaq,25,59000,Própria,6,CD27ZAsK-DB4A,"Melhora do lar",A,5000,6.17,0,0.08,T5Pdc9mu-UmMA,0,2
ZH9oCTKo-ozib,iRetg4aT-4xF5,p4A57tQw-k5q9,ZH9oCTKo-ozib,26,103200,Hipotecada,8,iRetg4aT-4xF5,Pessoal,A,9000,6.76,0,0.09,p4A57tQw-k5q9,0,2
F8Lbira7-WcSx,Gg3t9iFr-4vfp,sgfvF12l-iIQC,F8Lbira7-WcSx,23,20800,Alugada,0,Gg3t9iFr-4vfp,"Pagamento de débitos",B,3000,11.46,0,0.14,sgfvF12l-iIQC,0,4
tflJsM8p-G51T,gmJWO1wo-kMfS,Mez4SQcR-c8AC,tflJsM8p-G51T,29,72000,Alugada,8,gmJWO1wo-kMfS,"Melhora do lar",B,20400,11.49,0,0.28,Mez4SQcR-c8AC,0,7
7yn2gKwg-7Y4c,wxL9qGbJ-O7Lz,dxUGLKEu-yCYU,7yn2gKwg-7Y4c,28,108041,Hipotecada,6,wxL9qGbJ-O7Lz,Educativo,C,5600,13.98,0,0.05,dxUGLKEu-yCYU,1,7
UNKpQErP-Dj7W,ac1wEf8q-60ex,T8i9WKKd-LJmt,UNKpQErP-Dj7W,25,46392,Alugada,9,ac1wEf8q-60ex,"Pagamento de débitos",D,4000,16.32,1,0.09,T8i9WKKd-LJmt,1,3
wIYN2iFk-YaiH,EwPWopTq-coLh,cvq3lm2t-yER8,wIYN2iFk-YaiH,45,118560,Hipotecada,1,EwPWopTq-coLh,Empreendimento,C,20000,NULL,0,0.17,cvq3lm2t-yER8,0,15
etSnn8b5-KyWr,k15duxao-jelq,IxulxJ1J-cH9I,etSnn8b5-KyWr,26,30200,Própria,3,k15duxao-jelq,Empreendimento,B,9200,10.99,0,0.3,IxulxJ1J-cH9I,0,2
rnZWWxtN-IEXq,sCL4As5B-83Io,Cugoqqs8-fdlJ,rnZWWxtN-IEXq,22,45000,Hipotecada,6,sCL4As5B-83Io,Empreendimento,A,7000,8.94,0,0.16,Cugoqqs8-fdlJ,0,3
7OYYnGPZ-IXmS,WZsgllpB-87Zw,Z7pHgoh8-08Hh,7OYYnGPZ-IXmS,23,62500,Hipotecada,7,WZsgllpB-87Zw,Empreendimento,A,4000,7.43,0,0.06,Z7pHgoh8-08Hh,0,3
oDRC4WZN-deIh,mHlAbZt1-PnEI,LklTnfof-ldL0,oDRC4WZN-deIh,31,56000,Própria,6,mHlAbZt1-PnEI,Empreendimento,A,11500,NULL,0,0.21,LklTnfof-ldL0,0,9
aRmkvvIZ-RfTB,7noNw3Ow-sxzK,oEutuw47-jPIr,aRmkvvIZ-RfTB,25,36000,Alugada,9,7noNw3Ow-sxzK,Pessoal,C,8000,12.73,1,0.22,oEutuw47-jPIr,1,2
ML0mxO0v-krEA,sNC5gk4G-bqfC,gaGaX1u5-XyCL,ML0mxO0v-krEA,22,115000,Alugada,4,sNC5gk4G-bqfC,Médico,A,4800,7.88,0,0.04,gaGaX1u5-XyCL,0,2
eBOOPGyB-vPTD,YYTKgu4H-KshD,ll3OozfE-x8MK,eBOOPGyB-vPTD,24,69504,Hipotecada,3,YYTKgu4H-KshD,Empreendimento,A,10000,7.66,0,0.14,ll3OozfE-x8MK,0,4
8xoUhqbj-RQbx,dFYMih3w-kPnE,Pa6d04Kw-4NOR,8xoUhqbj-RQbx,23,39996,Própria,1,dFYMih3w-kPnE,Médico,B,11000,9.63,0,0.28,Pa6d04Kw-4NOR,0,3
QgvpBk6h-KJBh,L7wo6uuq-w6y8,ljsln6oe-IT06,QgvpBk6h-KJBh,21,45432,Hipotecada,4,L7wo6uuq-w6y8,Empreendimento,B,5000,9.88,0,0.11,ljsln6oe-IT06,0,4
hEoo2smo-rC0i,gNKkAUtW-2FUe,fwpLhZ9w-Eu0F,hEoo2smo-rC0i,29,60000,Hipotecada,0,gNKkAUtW-2FUe,Pessoal,E,10000,15.25,0,0.17,fwpLhZ9w-Eu0F,1,5
wjLhupv0-lZrq,IbqMagGv-WSIU,CFuhBs04-D9fT,wjLhupv0-lZrq,22,62400,Hipotecada,6,IbqMagGv-WSIU,Educativo,D,2400,14.46,0,0.04,CFuhBs04-D9fT,1,2
Ej23muHb-CuRp,pmGL1tk6-7HGi,uIpOttQz-Kwgn,Ej23muHb-CuRp,24,50000,Hipotecada,2,pmGL1tk6-7HGi,Pessoal,A,7000,5.42,0,0.14,uIpOttQz-Kwgn,0,4
rPa4Ycx9-2coM,u8KuaPPu-fUGR,L0vbZCOX-3E86,rPa4Ycx9-2coM,22,65000,Alugada,7,u8KuaPPu-fUGR,Educativo,D,7000,15.99,0,0.11,L0vbZCOX-3E86,0,3
AERMWJqa-k8Pk,JqYKWLoW-YK33,hi8UnNjz-M3Yl,AERMWJqa-k8Pk,22,40000,Hipotecada,2,JqYKWLoW-YK33,Educativo,A,10000,6.03,0,0.25,hi8UnNjz-M3Yl,0,3
HfrZMDzO-ZoaY,roT7fGbq-EMut,iIWm7TKB-RSXC,HfrZMDzO-ZoaY,23,28800,Alugada,1,roT7fGbq-EMut,Empreendimento,C,9250,14.35,1,0.32,iIWm7TKB-RSXC,1,3
yKDnqRlY-ZP1G,lL8kU8wu-owF0,T8oCUfrI-x7ZT,yKDnqRlY-ZP1G,24,69000,Alugada,0,lL8kU8wu-owF0,Pessoal,E,10000,17.14,1,0.14,T8oCUfrI-x7ZT,0,4
hKIFqldO-I592,2c9781MH-Yxp8,QyE8d9Xs-KT33,hKIFqldO-I592,29,140000,Alugada,5,2c9781MH-Yxp8,"Pagamento de débitos",C,20000,13.49,0,0.14,QyE8d9Xs-KT33,1,8
LDec0YXt-ddS1,rYD6oZaP-9GT9,wWqIuTd5-DwaA,LDec0YXt-ddS1,36,52000,Própria,8,rYD6oZaP-9GT9,Empreendimento,A,3000,9.63,0,0.06,wWqIuTd5-DwaA,0,15
P73NW35y-CQiS,TY7m6Ikr-xHRb,mBLFclMx-8rue,P73NW35y-CQiS,26,120000,Hipotecada,3,TY7m6Ikr-xHRb,"Pagamento de débitos",B,25000,NULL,0,0.21,mBLFclMx-8rue,0,3
cikxDXAu-Ix6s,u3qeYCYM-qCwy,GTfuhamB-TbA9,cikxDXAu-Ix6s,28,66725,Alugada,3,u3qeYCYM-qCwy,Médico,D,9000,16.29,1,0.11,GTfuhamB-TbA9,0,8
tLaBhQcN-APZI,CgMAg6jy-ubjy,bX5MmzYB-POir,tLaBhQcN-APZI,30,80000,Hipotecada,1,CgMAg6jy-ubjy,Educativo,B,4975,10.59,0,0.06,bX5MmzYB-POir,0,9
iezckiwO-9cAX,6anL2nDQ-Eqk1,Y7nPwdnZ-aCZ5,iezckiwO-9cAX,27,56888,Alugada,8,6anL2nDQ-Eqk1,Educativo,D,8000,16.29,0,0.14,Y7nPwdnZ-aCZ5,1,5
8D4PuI7e-50jF,NvfhtncO-f0Q9,FXuAJBvb-HDzu,8D4PuI7e-50jF,28,53000,Hipotecada,12,NvfhtncO-f0Q9,Educativo,A,5000,7.14,1,0.09,FXuAJBvb-HDzu,0,10
Gink5k3w-FNu7,mcS68G0w-sl5u,2GJULMzI-LqAW,Gink5k3w-FNu7,24,23000,Alugada,4,mcS68G0w-sl5u,Empreendimento,A,5500,6.54,0,0.24,2GJULMzI-LqAW,0,3
drOpqk9p-2qj2,ID0k9dK9-KddB,wQYRvuqk-YAWs,drOpqk9p-2qj2,47,33888,Hipotecada,5,ID0k9dK9-KddB,Pessoal,A,7000,7.49,0,0.21,wQYRvuqk-YAWs,0,13
OEy25bUE-6uXm,3x4SuDTo-sFru,ompw7FlB-JiLf,OEy25bUE-6uXm,31,91800,Hipotecada,0,3x4SuDTo-sFru,Médico,A,2225,7.43,1,0.02,ompw7FlB-JiLf,0,5
RkI3kURq-UFXf,ek4m7BYg-T6jZ,tCSHFMhL-o2Wt,RkI3kURq-UFXf,28,52000,Alugada,12,ek4m7BYg-T6jZ,"Melhora do lar",B,5000,11.36,1,0.1,tCSHFMhL-o2Wt,0,7
tR3zymFY-4RgA,21Y2asZ0-b2nv,WHFybNm9-Zdcf,tR3zymFY-4RgA,22,45000,Hipotecada,5,21Y2asZ0-b2nv,Médico,B,6500,10.65,0,0.14,WHFybNm9-Zdcf,0,4
alZfg0c4-LA5G,eRKLILIR-r3p2,jFPgeKlG-MUF7,alZfg0c4-LA5G,33,68000,Hipotecada,8,eRKLILIR-r3p2,Pessoal,B,3500,11.99,0,0.05,jFPgeKlG-MUF7,0,10
Okxfb1oo-xMlC,GT23cADy-2qLJ,4aMsULhx-AHCS,Okxfb1oo-xMlC,23,44000,Alugada,7,GT23cADy-2qLJ,Educativo,A,16000,8.49,1,0.36,4aMsULhx-AHCS,0,4
kJ7YbgS8-xFC9,NrqsWANp-LxPg,IPEnxLNu-yS1L,kJ7YbgS8-xFC9,36,50000,Alugada,4,NrqsWANp-LxPg,Pessoal,D,8000,17.49,0,0.16,IPEnxLNu-yS1L,1,14
Bco7Hqy8-ocjG,9MTrLgjw-mtwc,ta1LYBFH-jk5K,Bco7Hqy8-ocjG,25,35000,,2,9MTrLgjw-mtwc,"Pagamento de débitos",B,7500,12.92,1,0.17,ta1LYBFH-jk5K,0,4
6FQuYOFi-CE5l,mXjJ1bD0-EUtd,dLY01qDB-2Wdp,6FQuYOFi-CE5l,36,50000,Hipotecada,2,mXjJ1bD0-EUtd,Médico,C,16000,13.48,0,0.32,dLY01qDB-2Wdp,0,15
qJ192PNx-mRI9,qyQq8CdZ-fzrc,Nbwpgmew-Xae6,qJ192PNx-mRI9,22,47000,Alugada,0,qyQq8CdZ-fzrc,Empreendimento,B,6550,10.65,0,0.14,Nbwpgmew-Xae6,0,2
aPoMTcDJ-2h2l,tGSCx6RX-TYJW,5AcfqFAw-xghX,aPoMTcDJ-2h2l,29,34500,Hipotecada,4,tGSCx6RX-TYJW,Médico,D,4500,14.42,1,0.13,5AcfqFAw-xghX,0,7
YD7md3Qe-oZmo,jl68XI95-09Ni,E3zIbkSw-5LUL,YD7md3Qe-oZmo,23,85272,Alugada,7,jl68XI95-09Ni,Empreendimento,B,5000,11.11,0,0.06,E3zIbkSw-5LUL,0,4
AmjoyOfn-Tk16,cbuk0jBH-Y0l2,O8LaeJ9v-kG7S,AmjoyOfn-Tk16,31,111000,Hipotecada,3,cbuk0jBH-Y0l2,"Melhora do lar",A,5150,6.62,0,0.05,O8LaeJ9v-kG7S,0,6
wsdotuk7-EaDf,9MoZ5yEz-LMx9,tPGJ7Fsw-Wr5g,wsdotuk7-EaDf,36,84996,Hipotecada,11,9MoZ5yEz-LMx9,Pessoal,B,3500,12.69,0,0.04,tPGJ7Fsw-Wr5g,0,16
fIqjwco8-cTkh,T4D60g4k-szKU,yaqUFmTX-DlKy,fIqjwco8-cTkh,27,55000,Alugada,11,T4D60g4k-szKU,Empreendimento,A,3000,7.68,0,0.05,yaqUFmTX-DlKy,0,7
DflHHQ0i-zq5W,lB6kkFNK-eX48,pCGeB7gA-J0Pl,DflHHQ0i-zq5W,27,69500,Hipotecada,11,lB6kkFNK-eX48,Médico,A,14750,7.49,0,0.21,pCGeB7gA-J0Pl,0,9
A3yaO0gs-ruLO,Qnu5cEW7-oHhz,OkU7OpOw-k7Zr,A3yaO0gs-ruLO,27,100000,Alugada,0,Qnu5cEW7-oHhz,Empreendimento,A,18000,7.88,0,0.18,OkU7OpOw-k7Zr,0,5
9dUrYKN7-BCsz,TA5OrewO-3APk,yyzshlqL-c1PG,9dUrYKN7-BCsz,33,34400,Alugada,0,TA5OrewO-3APk,Pessoal,B,1300,9.91,0,0.04,yyzshlqL-c1PG,0,6
WuSdOYSO-YrHC,i6RAs8fc-cHw4,0Qjg9pYn-DoJi,WuSdOYSO-YrHC,24,74000,Hipotecada,6,i6RAs8fc-cHw4,Médico,B,5000,12.21,0,0.07,0Qjg9pYn-DoJi,0,2
ERBmpIPN-lMaW,5XRNp8To-RvH8,Cic79wRE-9nWL,ERBmpIPN-lMaW,24,28500,Alugada,3,5XRNp8To-RvH8,"Pagamento de débitos",B,2500,11.36,0,0.09,Cic79wRE-9nWL,0,4
lzX9MXva-MyiX,7RcJWYmL-mW5R,qRXv15YN-bG8m,lzX9MXva-MyiX,42,35010,Alugada,4,7RcJWYmL-mW5R,Médico,C,3500,12.68,0,0.1,qRXv15YN-bG8m,1,16
7du8xwol-6nBx,HLg8o35x-w6XA,skeunv7h-o8G8,7du8xwol-6nBx,26,43680,Alugada,5,HLg8o35x-w6XA,Médico,B,5000,10.65,0,0.11,skeunv7h-o8G8,0,4
Mjvd94OY-X7qF,oPrSsW9K-khts,rcm6PBNW-LJ9j,Mjvd94OY-X7qF,26,48000,Alugada,4,oPrSsW9K-khts,Médico,B,3000,10.14,0,0.06,rcm6PBNW-LJ9j,0,3
ssncDcdq-ju0g,MDcwdTcF-8m7K,upoO35Sd-cF7U,ssncDcdq-ju0g,43,145000,,1,MDcwdTcF-8m7K,Empreendimento,,7000,15.99,0,0.05,upoO35Sd-cF7U,1,10
EDkJy3en-fKvw,Ui5yGf5u-KZCP,SpkDvGaz-SiuE,EDkJy3en-fKvw,25,12000,Alugada,0,Ui5yGf5u-KZCP,Educativo,B,1000,10.65,0,0.08,SpkDvGaz-SiuE,0,2
jafxv9tS-TD59,myrhQZMp-evZ3,wxnM9QYS-yrRE,jafxv9tS-TD59,23,110000,Hipotecada,0,myrhQZMp-evZ3,Empreendimento,B,7000,10.59,0,0.06,wxnM9QYS-yrRE,0,2
J4iGTMkN-saEH,fWSSes9S-Kbrb,wxSymbNJ-mndx,J4iGTMkN-saEH,22,30900,Alugada,3,fWSSes9S-Kbrb,Empreendimento,B,5000,10,0,0.16,wxSymbNJ-mndx,0,2
bZxooth5-gOGE,ng1luWu7-rOP1,y0ufS0WX-0Qrx,bZxooth5-gOGE,21,30000,Alugada,5,ng1luWu7-rOP1,Empreendimento,A,12000,5.79,1,0.4,y0ufS0WX-0Qrx,0,3
rHenuKNb-oZFy,rsITvSLf-hkjD,zivTXPym-I8EA,rHenuKNb-oZFy,22,46000,Alugada,3,rsITvSLf-hkjD,"Pagamento de débitos",A,8000,6.17,0,0.17,zivTXPym-I8EA,0,2
qBsyaUpz-9lGQ,fFwf5tCT-Jiw9,gQjAE03N-5QKN,qBsyaUpz-9lGQ,24,95000,Alugada,0,fFwf5tCT-Jiw9,Médico,A,4000,7.9,0,0.04,gQjAE03N-5QKN,0,4
gU5ZfmEa-Ad2d,o1ssSdED-Q2hE,omLmuoy9-5XTA,gU5ZfmEa-Ad2d,32,125000,Hipotecada,2,o1ssSdED-Q2hE,Pessoal,B,20000,11.12,0,0.16,omLmuoy9-5XTA,0,9
aYPr6d9C-7yRo,EGT0PMzI-y443,vfobxBvt-R5cD,aYPr6d9C-7yRo,22,64000,Hipotecada,6,EGT0PMzI-y443,Educativo,A,6000,NULL,0,0.09,vfobxBvt-R5cD,0,4
RQTOnweG-NKUj,4RNDyXQU-5OYe,OrbPHikD-IF5Z,RQTOnweG-NKUj,43,47000,Própria,2,4RNDyXQU-5OYe,Empreendimento,A,10000,7.88,0,0.21,OrbPHikD-IF5Z,0,16
auhFQHlo-vflc,Er1waz8O-fGQG,J5smlI7m-27KX,auhFQHlo-vflc,23,77705,Hipotecada,NULL,Er1waz8O-fGQG,"Pagamento de débitos",A,11700,6.17,0,0.15,J5smlI7m-27KX,0,3
QYEWE19l-8fqI,25d6keka-yzOt,60JlyL73-sYC6,QYEWE19l-8fqI,25,35000,Alugada,5,25d6keka-yzOt,Empreendimento,B,9600,9.91,0,0.27,60JlyL73-sYC6,0,2
AssRr8oe-gsI4,oYYQPvLB-En9j,TrfiMlBq-kIFa,AssRr8oe-gsI4,34,35000,Própria,2,oYYQPvLB-En9j,Educativo,C,2000,13.99,0,0.06,TrfiMlBq-kIFa,0,8
C3wGmChB-h9aJ,5mgZTuy1-8Qzw,sL5cZZwn-xWhB,C3wGmChB-h9aJ,21,44000,Alugada,6,5mgZTuy1-8Qzw,Educativo,D,8000,15.21,1,0.18,sL5cZZwn-xWhB,0,2
6ybEX9Un-rD0b,CUZAfKqP-l1oW,vQvf7F7Y-eqdS,6ybEX9Un-rD0b,40,40000,Própria,2,CUZAfKqP-l1oW,Educativo,E,10000,NULL,0,0.25,vQvf7F7Y-eqdS,0,16
ApeWFH0U-kzvU,QeZrhvXe-6PJu,XCNcrU37-ZUnC,ApeWFH0U-kzvU,29,89849,Hipotecada,13,QeZrhvXe-6PJu,Educativo,C,6000,13.98,0,0.07,XCNcrU37-ZUnC,1,5
LUm0FvDp-BxBX,Ijnx26Qn-A4YS,AWhTOCLl-MUHD,LUm0FvDp-BxBX,26,51500,Alugada,3,Ijnx26Qn-A4YS,Médico,B,6000,10.75,0,0.12,AWhTOCLl-MUHD,0,3
G88Iwkqa-KezG,r6xQIbIu-Ye9D,FeAzcw2h-kho5,G88Iwkqa-KezG,37,30000,Alugada,7,r6xQIbIu-Ye9D,Pessoal,B,10000,9.25,1,0.33,FeAzcw2h-kho5,0,13
T7Z1a7qz-XD4T,6riX7hFJ-ojL5,fMRLcOt6-jTpW,T7Z1a7qz-XD4T,39,250000,Hipotecada,21,6riX7hFJ-ojL5,Empreendimento,C,4000,15.23,0,0.02,fMRLcOt6-jTpW,0,13
Pjw7RnnS-8wpB,7sDBWUDu-rFuu,LaXPFMej-c8rQ,Pjw7RnnS-8wpB,27,56000,Hipotecada,2,7sDBWUDu-rFuu,"Melhora do lar",A,10000,6.91,1,0.18,LaXPFMej-c8rQ,0,8
FZvgLP8q-ipYK,drsFk5hz-3jSr,4ykPkrYm-0uax,FZvgLP8q-ipYK,22,46000,Alugada,1,drsFk5hz-3jSr,"Pagamento de débitos",D,6200,NULL,1,0.13,4ykPkrYm-0uax,0,3
vjA5WhyJ-ya9S,GFI7ShZT-3Ni3,J7Ytl2vD-8156,vjA5WhyJ-ya9S,33,99300,Hipotecada,11,GFI7ShZT-3Ni3,Médico,A,7500,5.79,0,0.08,J7Ytl2vD-8156,0,7
c0ZUyzhU-ZLSu,SrKFy39T-bBde,hMyh0uks-GoLt,c0ZUyzhU-ZLSu,27,19498,Alugada,3,SrKFy39T-bBde,"Melhora do lar",A,9575,6.62,1,0.49,hMyh0uks-GoLt,0,9
WzAHgDcJ-MKvJ,WGKZ8eCB-HoIN,mWXF0HIS-enLR,WzAHgDcJ-MKvJ,23,65000,Hipotecada,0,WGKZ8eCB-HoIN,Empreendimento,B,7300,9.99,0,0.11,mWXF0HIS-enLR,0,3
pmM5zeXR-QvOt,djoulFOs-KEmU,gANXv5rL-80LW,pmM5zeXR-QvOt,27,123000,Hipotecada,0,djoulFOs-KEmU,Empreendimento,C,13225,16.11,0,0.11,gANXv5rL-80LW,1,7
J8eZCufI-035F,3BxaXLiL-Tads,Px5SOYIe-1taW,J8eZCufI-035F,26,120640,Alugada,0,3BxaXLiL-Tads,Educativo,C,9600,14.22,0,0.08,Px5SOYIe-1taW,0,4
